	place	material	descriptor	emotion	color	smell	geography	sound
epicore music	0	0	0	0	0	0	0	1
estonian pop music	0	0	0	0	0	0	0	1
ethereal gothic music	0	0	0	0	0	0	0	1
ethereal wave music	0	0	0	0	0	0	0	1
etherpop music	0	0	0	0	0	0	0	1
ethiopian pop music	0	0	0	0	0	0	0	1
eurobeat music	0	0	0	0	0	0	0	1
eurodance music	0	0	0	0	0	0	0	1
europop music	0	0	0	0	0	0	0	1
euroska music	0	0	0	0	0	0	0	1
eurovision music	0	0	0	0	0	0	0	1
exotica music	0	0	0	0	0	0	0	1
experimental music	0	0	0	0	0	0	0	1
experimental dubstep music	0	0	0	0	0	0	0	1
experimental psych music	0	0	0	0	0	0	0	1
experimental rock music	0	0	0	0	0	0	0	1
fado music	0	0	0	0	0	0	0	1
fake music	0	0	0	0	0	0	0	1
fallen angel music	0	0	0	0	0	0	0	1
faroese pop music	0	0	0	0	0	0	0	1
fast melodic punk music	0	0	0	0	0	0	0	1
fidget house music	0	0	0	0	0	0	0	1
filmi music	0	0	0	0	0	0	0	1
filter house music	0	0	0	0	0	0	0	1
filthstep music	0	0	0	0	0	0	0	1
fingerstyle music	0	0	0	0	0	0	0	1
finnish hardcore music	0	0	0	0	0	0	0	1
finnish hip hop music	0	0	0	0	0	0	0	1
finnish indie music	0	0	0	0	0	0	0	1
finnish jazz music	0	0	0	0	0	0	0	1
finnish metal music	0	0	0	0	0	0	0	1
finnish pop music	0	0	0	0	0	0	0	1
flamenco music	0	0	0	0	0	0	0	1
flick hop music	0	0	0	0	0	0	0	1
folk music	0	0	0	0	0	0	0	1
folk christmas music	0	0	0	0	0	0	0	1
folk metal music	0	0	0	0	0	0	0	1
folk punk music	0	0	0	0	0	0	0	1
folk rock music	0	0	0	0	0	0	0	1
folk-pop music	0	0	0	0	0	0	0	1
folk-prog music	0	0	0	0	0	0	0	1
folklore argentino music	0	0	0	0	0	0	0	1
folkmusik music	0	0	0	0	0	0	0	1
footwork music	0	0	0	0	0	0	0	1
forro music	0	0	0	0	0	0	0	1
fourth world music	0	0	0	0	0	0	0	1
freak folk music	0	0	0	0	0	0	0	1
freakbeat music	0	0	0	0	0	0	0	1
free improvisation music	0	0	0	0	0	0	0	1
free jazz music	0	0	0	0	0	0	0	1
freestyle music	0	0	0	0	0	0	0	1
french folk music	0	0	0	0	0	0	0	1
french folk pop music	0	0	0	0	0	0	0	1
french hip hop music	0	0	0	0	0	0	0	1
french indie pop music	0	0	0	0	0	0	0	1
french movie tunes music	0	0	0	0	0	0	0	1
french pop music	0	0	0	0	0	0	0	1
french punk music	0	0	0	0	0	0	0	1
french reggae music	0	0	0	0	0	0	0	1
french rock music	0	0	0	0	0	0	0	1
full on music	0	0	0	0	0	0	0	1
funeral doom music	0	0	0	0	0	0	0	1
funk music	0	0	0	0	0	0	0	1
funk carioca music	0	0	0	0	0	0	0	1
funk metal music	0	0	0	0	0	0	0	1
funk rock music	0	0	0	0	0	0	0	1
funky breaks music	0	0	0	0	0	0	0	1
future ambient music	0	0	0	0	0	0	0	1
future garage music	0	0	0	0	0	0	0	1
futurepop music	0	0	0	0	0	0	0	1
g funk music	0	0	0	0	0	0	0	1
gabba music	0	0	0	0	0	0	0	1
galego music	0	0	0	0	0	0	0	1
gamecore music	0	0	0	0	0	0	0	1
gamelan music	0	0	0	0	0	0	0	1
gangster rap music	0	0	0	0	0	0	0	1
garage pop music	0	0	0	0	0	0	0	1
garage punk music	0	0	0	0	0	0	0	1
garage punk blues music	0	0	0	0	0	0	0	1
garage rock music	0	0	0	0	0	0	0	1
gauze pop music	0	0	0	0	0	0	0	1
gbvfi music	0	0	0	0	0	0	0	1
geek folk music	0	0	0	0	0	0	0	1
geek rock music	0	0	0	0	0	0	0	1
german ccm music	0	0	0	0	0	0	0	1
german hip hop music	0	0	0	0	0	0	0	1
german indie music	0	0	0	0	0	0	0	1
german metal music	0	0	0	0	0	0	0	1
german oi music	0	0	0	0	0	0	0	1
german pop music	0	0	0	0	0	0	0	1
german pop rock music	0	0	0	0	0	0	0	1
german punk music	0	0	0	0	0	0	0	1
german show tunes music	0	0	0	0	0	0	0	1
german techno music	0	0	0	0	0	0	0	1
ghettotech music	0	0	0	0	0	0	0	1
ghoststep music	0	0	0	0	0	0	0	1
girl group music	0	0	0	0	0	0	0	1
glam metal music	0	0	0	0	0	0	0	1
glam rock music	0	0	0	0	0	0	0	1
glitch music	0	0	0	0	0	0	0	1
glitch beats music	0	0	0	0	0	0	0	1
glitch hop music	0	0	0	0	0	0	0	1
glitter trance music	0	0	0	0	0	0	0	1
goa trance music	0	0	0	0	0	0	0	1
goregrind music	0	0	0	0	0	0	0	1
gospel music	0	0	0	0	0	0	0	1
gospel blues music	0	0	0	0	0	0	0	1
gospel reggae music	0	0	0	0	0	0	0	1
gothic alternative music	0	0	0	0	0	0	0	1
gothic americana music	0	0	0	0	0	0	0	1
gothic doom music	0	0	0	0	0	0	0	1
gothic metal music	0	0	0	0	0	0	0	1
gothic post-punk music	0	0	0	0	0	0	0	1
gothic rock music	0	0	0	0	0	0	0	1
gothic symphonic metal music	0	0	0	0	0	0	0	1
grave wave music	0	0	0	0	0	0	0	1
greek hip hop music	0	0	0	0	0	0	0	1
greek house music	0	0	0	0	0	0	0	1
greek indie music	0	0	0	0	0	0	0	1
grim death metal music	0	0	0	0	0	0	0	1
grime music	0	0	0	0	0	0	0	1
grindcore music	0	0	0	0	0	0	0	1
grisly death metal music	0	0	0	0	0	0	0	1
groove metal music	0	0	0	0	0	0	0	1
grunge music	0	0	0	0	0	0	0	1
grunge pop music	0	0	0	0	0	0	0	1
grupera music	0	0	0	0	0	0	0	1
guidance music	0	0	0	0	0	0	0	1
gypsy jazz music	0	0	0	0	0	0	0	1
hands up music	0	0	0	0	0	0	0	1
happy hardcore music	0	0	0	0	0	0	0	1
hard alternative music	0	0	0	0	0	0	0	1
hard bop music	0	0	0	0	0	0	0	1
hard glam music	0	0	0	0	0	0	0	1
hard house music	0	0	0	0	0	0	0	1
hard rock music	0	0	0	0	0	0	0	1
hard stoner rock music	0	0	0	0	0	0	0	1
hard trance music	0	0	0	0	0	0	0	1
hardcore music	0	0	0	0	0	0	0	1
hardcore breaks music	0	0	0	0	0	0	0	1
hardcore hip hop music	0	0	0	0	0	0	0	1
hardcore punk music	0	0	0	0	0	0	0	1
hardcore techno music	0	0	0	0	0	0	0	1
hardstyle music	0	0	0	0	0	0	0	1
harmonica blues music	0	0	0	0	0	0	0	1
harp music	0	0	0	0	0	0	0	1
hatecore music	0	0	0	0	0	0	0	1
hauntology music	0	0	0	0	0	0	0	1
hawaiian music	0	0	0	0	0	0	0	1
healing music	0	0	0	0	0	0	0	1
heavy alternative music	0	0	0	0	0	0	0	1
heavy christmas music	0	0	0	0	0	0	0	1
heavy gothic rock music	0	0	0	0	0	0	0	1
hi nrg music	0	0	0	0	0	0	0	1
highlife music	0	0	0	0	0	0	0	1
hindustani classical music	0	0	0	0	0	0	0	1
hip hop music	0	0	0	0	0	0	0	1
hip hop quebecois music	0	0	0	0	0	0	0	1
hip hop tuga music	0	0	0	0	0	0	0	1
hip house music	0	0	0	0	0	0	0	1
hip pop music	0	0	0	0	0	0	0	1
hiplife music	0	0	0	0	0	0	0	1
hoerspiel music	0	0	0	0	0	0	0	1
hollywood music	0	0	0	0	0	0	0	1
honky tonk music	0	0	0	0	0	0	0	1
horror punk music	0	0	0	0	0	0	0	1
horrorcore music	0	0	0	0	0	0	0	1
house music	0	0	0	0	0	0	0	1
hungarian hip hop music	0	0	0	0	0	0	0	1
hungarian pop music	0	0	0	0	0	0	0	1
hungarian rock music	0	0	0	0	0	0	0	1
hurban music	0	0	0	0	0	0	0	1
hyphy music	0	0	0	0	0	0	0	1
icelandic pop music	0	0	0	0	0	0	0	1
idol music	0	0	0	0	0	0	0	1
illbient music	0	0	0	0	0	0	0	1
indian classical music	0	0	0	0	0	0	0	1
indian pop music	0	0	0	0	0	0	0	1
indian rock music	0	0	0	0	0	0	0	1
indie christmas music	0	0	0	0	0	0	0	1
indie dream pop music	0	0	0	0	0	0	0	1
indie emo music	0	0	0	0	0	0	0	1
indie emo rock music	0	0	0	0	0	0	0	1
indie folk music	0	0	0	0	0	0	0	1
indie fuzzpop music	0	0	0	0	0	0	0	1
indie pop music	0	0	0	0	0	0	0	1
indie pop rock music	0	0	0	0	0	0	0	1
indie post-punk music	0	0	0	0	0	0	0	1
indie psych-pop music	0	0	0	0	0	0	0	1
indie r&b music	0	0	0	0	0	0	0	1
indie rock music	0	0	0	0	0	0	0	1
indie shoegaze music	0	0	0	0	0	0	0	1
indie singer-songwriter music	0	0	0	0	0	0	0	1
indietronica music	0	0	0	0	0	0	0	1
indonesian indie music	0	0	0	0	0	0	0	1
indonesian pop music	0	0	0	0	0	0	0	1
indorock music	0	0	0	0	0	0	0	1
industrial music	0	0	0	0	0	0	0	1
industrial metal music	0	0	0	0	0	0	0	1
industrial rock music	0	0	0	0	0	0	0	1
instrumental post rock music	0	0	0	0	0	0	0	1
intelligent dance music	0	0	0	0	0	0	0	1
irish folk music	0	0	0	0	0	0	0	1
irish indie music	0	0	0	0	0	0	0	1
irish rock music	0	0	0	0	0	0	0	1
iskelma music	0	0	0	0	0	0	0	1
islamic recitation music	0	0	0	0	0	0	0	1
israeli rock music	0	0	0	0	0	0	0	1
italian disco music	0	0	0	0	0	0	0	1
italian folk music	0	0	0	0	0	0	0	1
italian hip hop music	0	0	0	0	0	0	0	1
italian indie pop music	0	0	0	0	0	0	0	1
italian jazz music	0	0	0	0	0	0	0	1
italian pop music	0	0	0	0	0	0	0	1
italian pop rock music	0	0	0	0	0	0	0	1
italian progressive rock music	0	0	0	0	0	0	0	1
italian punk music	0	0	0	0	0	0	0	1
italo dance music	0	0	0	0	0	0	0	1
j-alt music	0	0	0	0	0	0	0	1
j-ambient music	0	0	0	0	0	0	0	1
j-core music	0	0	0	0	0	0	0	1
j-dance music	0	0	0	0	0	0	0	1
j-idol music	0	0	0	0	0	0	0	1
j-indie music	0	0	0	0	0	0	0	1
j-metal music	0	0	0	0	0	0	0	1
j-pop music	0	0	0	0	0	0	0	1
j-poppunk music	0	0	0	0	0	0	0	1
j-poprock music	0	0	0	0	0	0	0	1
j-punk music	0	0	0	0	0	0	0	1
j-rap music	0	0	0	0	0	0	0	1
j-rock music	0	0	0	0	0	0	0	1
j-theme music	0	0	0	0	0	0	0	1
jam band music	0	0	0	0	0	0	0	1
jangle pop music	0	0	0	0	0	0	0	1
jangle rock music	0	0	0	0	0	0	0	1
japanese jazztronica music	0	0	0	0	0	0	0	1
japanese psychedelic music	0	0	0	0	0	0	0	1
japanese r&b music	0	0	0	0	0	0	0	1
japanese standards music	0	0	0	0	0	0	0	1
japanese traditional music	0	0	0	0	0	0	0	1
japanoise music	0	0	0	0	0	0	0	1
jazz music	0	0	0	0	0	0	0	1
jazz bass music	0	0	0	0	0	0	0	1
jazz blues music	0	0	0	0	0	0	0	1
jazz brass music	0	0	0	0	0	0	0	1
jazz christmas music	0	0	0	0	0	0	0	1
jazz funk music	0	0	0	0	0	0	0	1
jazz fusion music	0	0	0	0	0	0	0	1
jazz metal music	0	0	0	0	0	0	0	1
jazz orchestra music	0	0	0	0	0	0	0	1
jazz trio music	0	0	0	0	0	0	0	1
jerk music	0	0	0	0	0	0	0	1
jig and reel music	0	0	0	0	0	0	0	1
judaica music	0	0	0	0	0	0	0	1
jug band music	0	0	0	0	0	0	0	1
juggalo music	0	0	0	0	0	0	0	1
jump blues music	0	0	0	0	0	0	0	1
jump up music	0	0	0	0	0	0	0	1
jumpstyle music	0	0	0	0	0	0	0	1
jungle music	0	0	0	0	0	0	0	1
k-hop music	0	0	0	0	0	0	0	1
k-indie music	0	0	0	0	0	0	0	1
k-pop music	0	0	0	0	0	0	0	1
k-rock music	0	0	0	0	0	0	0	1
kabarett music	0	0	0	0	0	0	0	1
karneval music	0	0	0	0	0	0	0	1
kc indie music	0	0	0	0	0	0	0	1
kindermusik music	0	0	0	0	0	0	0	1
kirtan music	0	0	0	0	0	0	0	1
kiwi rock music	0	0	0	0	0	0	0	1
kizomba music	0	0	0	0	0	0	0	1
klapa music	0	0	0	0	0	0	0	1
klezmer music	0	0	0	0	0	0	0	1
kompa music	0	0	0	0	0	0	0	1
kraut rock music	0	0	0	0	0	0	0	1
kuduro music	0	0	0	0	0	0	0	1
kurdish folk music	0	0	0	0	0	0	0	1
kwaito music	0	0	0	0	0	0	0	1
la indie music	0	0	0	0	0	0	0	1
laboratorio music	0	0	0	0	0	0	0	1
laiko music	0	0	0	0	0	0	0	1
latin music	0	0	0	0	0	0	0	1
latin alternative music	0	0	0	0	0	0	0	1
latin christian music	0	0	0	0	0	0	0	1
latin christmas music	0	0	0	0	0	0	0	1
latin electronica music	0	0	0	0	0	0	0	1
latin hip hop music	0	0	0	0	0	0	0	1
latin jazz music	0	0	0	0	0	0	0	1
latin metal music	0	0	0	0	0	0	0	1
latin pop music	0	0	0	0	0	0	0	1
latvian pop music	0	0	0	0	0	0	0	1
lds music	0	0	0	0	0	0	0	1
leeds indie music	0	0	0	0	0	0	0	1
levenslied music	0	0	0	0	0	0	0	1
liedermacher music	0	0	0	0	0	0	0	1
light music	0	0	0	0	0	0	0	1
lilith music	0	0	0	0	0	0	0	1
liquid funk music	0	0	0	0	0	0	0	1
lithumania music	0	0	0	0	0	0	0	1
liturgical music	0	0	0	0	0	0	0	1
lo star music	0	0	0	0	0	0	0	1
lo-fi music	0	0	0	0	0	0	0	1
louisiana blues music	0	0	0	0	0	0	0	1
louisville indie music	0	0	0	0	0	0	0	1
lounge music	0	0	0	0	0	0	0	1
lounge house music	0	0	0	0	0	0	0	1
lovers rock music	0	0	0	0	0	0	0	1
lowercase music	0	0	0	0	0	0	0	1
luk thung music	0	0	0	0	0	0	0	1
madchester music	0	0	0	0	0	0	0	1
maghreb music	0	0	0	0	0	0	0	1
magyar music	0	0	0	0	0	0	0	1
makossa music	0	0	0	0	0	0	0	1
malagasy folk music	0	0	0	0	0	0	0	1
malaysian pop music	0	0	0	0	0	0	0	1
mallet music	0	0	0	0	0	0	0	1
mambo music	0	0	0	0	0	0	0	1
mande pop music	0	0	0	0	0	0	0	1
mandopop music	0	0	0	0	0	0	0	1
manele music	0	0	0	0	0	0	0	1
marching band music	0	0	0	0	0	0	0	1
mariachi music	0	0	0	0	0	0	0	1
martial industrial music	0	0	0	0	0	0	0	1
mashup music	0	0	0	0	0	0	0	1
math pop music	0	0	0	0	0	0	0	1
math rock music	0	0	0	0	0	0	0	1
mathcore music	0	0	0	0	0	0	0	1
mbalax music	0	0	0	0	0	0	0	1
medieval music	0	0	0	0	0	0	0	1
medieval rock music	0	0	0	0	0	0	0	1
meditation music	0	0	0	0	0	0	0	1
melancholia music	0	0	0	0	0	0	0	1
melbourne bounce music	0	0	0	0	0	0	0	1
mellow gold music	0	0	0	0	0	0	0	1
melodic death metal music	0	0	0	0	0	0	0	1
melodic hard rock music	0	0	0	0	0	0	0	1
melodic hardcore music	0	0	0	0	0	0	0	1
melodic metalcore music	0	0	0	0	0	0	0	1
melodic power metal music	0	0	0	0	0	0	0	1
melodic progressive metal music	0	0	0	0	0	0	0	1
memphis blues music	0	0	0	0	0	0	0	1
memphis hip hop music	0	0	0	0	0	0	0	1
memphis soul music	0	0	0	0	0	0	0	1
merengue music	0	0	0	0	0	0	0	1
merengue urbano music	0	0	0	0	0	0	0	1
merseybeat music	0	0	0	0	0	0	0	1
metal music	0	0	0	0	0	0	0	1
metal guitar music	0	0	0	0	0	0	0	1
metalcore music	0	0	0	0	0	0	0	1
metropopolis music	0	0	0	0	0	0	0	1
mexican indie music	0	0	0	0	0	0	0	1
mexican rock-and-roll music	0	0	0	0	0	0	0	1
mexican son music	0	0	0	0	0	0	0	1
mexican traditional music	0	0	0	0	0	0	0	1
miami bass music	0	0	0	0	0	0	0	1
michigan indie music	0	0	0	0	0	0	0	1
microhouse music	0	0	0	0	0	0	0	1
military band music	0	0	0	0	0	0	0	1
minimal music	0	0	0	0	0	0	0	1
minimal dub music	0	0	0	0	0	0	0	1
minimal dubstep music	0	0	0	0	0	0	0	1
minimal melodic techno music	0	0	0	0	0	0	0	1
minimal tech house music	0	0	0	0	0	0	0	1
minimal techno music	0	0	0	0	0	0	0	1
minimal wave music	0	0	0	0	0	0	0	1
mizrahi music	0	0	0	0	0	0	0	1
mod revival music	0	0	0	0	0	0	0	1
modern blues music	0	0	0	0	0	0	0	1
modern classical music	0	0	0	0	0	0	0	1
modern country rock music	0	0	0	0	0	0	0	1
modern downshift music	0	0	0	0	0	0	0	1
modern free jazz music	0	0	0	0	0	0	0	1
modern performance music	0	0	0	0	0	0	0	1
modern southern rock music	0	0	0	0	0	0	0	1
modern uplift music	0	0	0	0	0	0	0	1
monastic music	0	0	0	0	0	0	0	1
moombahton music	0	0	0	0	0	0	0	1
morna music	0	0	0	0	0	0	0	1
motivation music	0	0	0	0	0	0	0	1
motown music	0	0	0	0	0	0	0	1
movie tunes music	0	0	0	0	0	0	0	1
mpb music	0	0	0	0	0	0	0	1
musica para ninos music	0	0	0	0	0	0	0	1
musiikkia lapsille music	0	0	0	0	0	0	0	1
musique concrete music	0	0	0	0	0	0	0	1
musique pour enfants music	0	0	0	0	0	0	0	1
muziek voor kinderen music	0	0	0	0	0	0	0	1
nasheed music	0	0	0	0	0	0	0	1
nashville sound music	0	0	0	0	0	0	0	1
native american music	0	0	0	0	0	0	0	1
necrogrind music	0	0	0	0	0	0	0	1
neo classical metal music	0	0	0	0	0	0	0	1
neo honky tonk music	0	0	0	0	0	0	0	1
neo mellow music	0	0	0	0	0	0	0	1
neo metal music	0	0	0	0	0	0	0	1
neo soul music	0	0	0	0	0	0	0	1
neo soul-jazz music	0	0	0	0	0	0	0	1
neo-industrial rock music	0	0	0	0	0	0	0	1
neo-pagan music	0	0	0	0	0	0	0	1
neo-progressive music	0	0	0	0	0	0	0	1
neo-psychedelic music	0	0	0	0	0	0	0	1
neo-rockabilly music	0	0	0	0	0	0	0	1
neo-singer-songwriter music	0	0	0	0	0	0	0	1
neo-synthpop music	0	0	0	0	0	0	0	1
neo-trad metal music	0	0	0	0	0	0	0	1
neo-traditional country music	0	0	0	0	0	0	0	1
neoclassical music	0	0	0	0	0	0	0	1
neofolk music	0	0	0	0	0	0	0	1
nepali music	0	0	0	0	0	0	0	1
nerdcore music	0	0	0	0	0	0	0	1
neue deutsche harte music	0	0	0	0	0	0	0	1
neue deutsche welle music	0	0	0	0	0	0	0	1
neurofunk music	0	0	0	0	0	0	0	1
neurostep music	0	0	0	0	0	0	0	1
new age music	0	0	0	0	0	0	0	1
new age piano music	0	0	0	0	0	0	0	1
new americana music	0	0	0	0	0	0	0	1
new beat music	0	0	0	0	0	0	0	1
new jack smooth music	0	0	0	0	0	0	0	1
new jack swing music	0	0	0	0	0	0	0	1
new orleans blues music	0	0	0	0	0	0	0	1
new orleans jazz music	0	0	0	0	0	0	0	1
new rave music	0	0	0	0	0	0	0	1
new romantic music	0	0	0	0	0	0	0	1
new tribe music	0	0	0	0	0	0	0	1
new wave music	0	0	0	0	0	0	0	1
new wave pop music	0	0	0	0	0	0	0	1
new weird america music	0	0	0	0	0	0	0	1
ninja music	0	0	0	0	0	0	0	1
nintendocore music	0	0	0	0	0	0	0	1
nl folk music	0	0	0	0	0	0	0	1
no wave music	0	0	0	0	0	0	0	1
noise music	0	0	0	0	0	0	0	1
noise pop music	0	0	0	0	0	0	0	1
noise punk music	0	0	0	0	0	0	0	1
noise rock music	0	0	0	0	0	0	0	1
nordic folk music	0	0	0	0	0	0	0	1
nordic house music	0	0	0	0	0	0	0	1
norteno music	0	0	0	0	0	0	0	1
northern irish indie music	0	0	0	0	0	0	0	1
northern soul music	0	0	0	0	0	0	0	1
norwegian gospel music	0	0	0	0	0	0	0	1
norwegian hip hop music	0	0	0	0	0	0	0	1
norwegian jazz music	0	0	0	0	0	0	0	1
norwegian metal music	0	0	0	0	0	0	0	1
norwegian pop music	0	0	0	0	0	0	0	1
norwegian punk music	0	0	0	0	0	0	0	1
norwegian rock music	0	0	0	0	0	0	0	1
nu age music	0	0	0	0	0	0	0	1
nu disco music	0	0	0	0	0	0	0	1
nu electro music	0	0	0	0	0	0	0	1
nu gaze music	0	0	0	0	0	0	0	1
nu jazz music	0	0	0	0	0	0	0	1
nu metal music	0	0	0	0	0	0	0	1
nu skool breaks music	0	0	0	0	0	0	0	1
nu-cumbia music	0	0	0	0	0	0	0	1
nueva cancion music	0	0	0	0	0	0	0	1
nursery music	0	0	0	0	0	0	0	1
nwobhm music	0	0	0	0	0	0	0	1
nwothm music	0	0	0	0	0	0	0	1
nz indie music	0	0	0	0	0	0	0	1
oi music	0	0	0	0	0	0	0	1
old school hip hop music	0	0	0	0	0	0	0	1
old-time music	0	0	0	0	0	0	0	1
opera music	0	0	0	0	0	0	0	1
operatic pop music	0	0	0	0	0	0	0	1
opm music	0	0	0	0	0	0	0	1
oratory music	0	0	0	0	0	0	0	1
orchestral music	0	0	0	0	0	0	0	1
organic ambient music	0	0	0	0	0	0	0	1
orgcore music	0	0	0	0	0	0	0	1
orquesta tipica music	0	0	0	0	0	0	0	1
orquesta tropical music	0	0	0	0	0	0	0	1
oshare kei music	0	0	0	0	0	0	0	1
ostrock music	0	0	0	0	0	0	0	1
outer hip hop music	0	0	0	0	0	0	0	1
outlaw country music	0	0	0	0	0	0	0	1
outsider music	0	0	0	0	0	0	0	1
outsider house music	0	0	0	0	0	0	0	1
p funk music	0	0	0	0	0	0	0	1
pagan black metal music	0	0	0	0	0	0	0	1
pagode music	0	0	0	0	0	0	0	1
pakistani pop music	0	0	0	0	0	0	0	1
permanent wave music	0	0	0	0	0	0	0	1
persian pop music	0	0	0	0	0	0	0	1
persian traditional music	0	0	0	0	0	0	0	1
perth indie music	0	0	0	0	0	0	0	1
peruvian rock music	0	0	0	0	0	0	0	1
piano blues music	0	0	0	0	0	0	0	1
piano rock music	0	0	0	0	0	0	0	1
piedmont blues music	0	0	0	0	0	0	0	1
pipe band music	0	0	0	0	0	0	0	1
poetry music	0	0	0	0	0	0	0	1
polish hip hop music	0	0	0	0	0	0	0	1
polish indie music	0	0	0	0	0	0	0	1
polish jazz music	0	0	0	0	0	0	0	1
polish pop music	0	0	0	0	0	0	0	1
polish punk music	0	0	0	0	0	0	0	1
polish reggae music	0	0	0	0	0	0	0	1
polka music	0	0	0	0	0	0	0	1
polynesian pop music	0	0	0	0	0	0	0	1
polyphony music	0	0	0	0	0	0	0	1
pop music	0	0	0	0	0	0	0	1
pop christmas music	0	0	0	0	0	0	0	1
pop emo music	0	0	0	0	0	0	0	1
pop house music	0	0	0	0	0	0	0	1
pop punk music	0	0	0	0	0	0	0	1
pop rap music	0	0	0	0	0	0	0	1
pop rock music	0	0	0	0	0	0	0	1
popgaze music	0	0	0	0	0	0	0	1
porro music	0	0	0	0	0	0	0	1
portland indie music	0	0	0	0	0	0	0	1
portuguese pop music	0	0	0	0	0	0	0	1
portuguese rock music	0	0	0	0	0	0	0	1
post rock music	0	0	0	0	0	0	0	1
post-disco music	0	0	0	0	0	0	0	1
post-disco soul music	0	0	0	0	0	0	0	1
post-grunge music	0	0	0	0	0	0	0	1
post-hardcore music	0	0	0	0	0	0	0	1
post-metal music	0	0	0	0	0	0	0	1
post-post-hardcore music	0	0	0	0	0	0	0	1
post-punk music	0	0	0	0	0	0	0	1
power blues-rock music	0	0	0	0	0	0	0	1
power electronics music	0	0	0	0	0	0	0	1
power metal music	0	0	0	0	0	0	0	1
power noise music	0	0	0	0	0	0	0	1
power pop music	0	0	0	0	0	0	0	1
power violence music	0	0	0	0	0	0	0	1
power-pop punk music	0	0	0	0	0	0	0	1
praise music	0	0	0	0	0	0	0	1
progressive alternative music	0	0	0	0	0	0	0	1
progressive bluegrass music	0	0	0	0	0	0	0	1
progressive electro house music	0	0	0	0	0	0	0	1
progressive house music	0	0	0	0	0	0	0	1
progressive metal music	0	0	0	0	0	0	0	1
progressive psytrance music	0	0	0	0	0	0	0	1
progressive rock music	0	0	0	0	0	0	0	1
progressive trance music	0	0	0	0	0	0	0	1
progressive trance house music	0	0	0	0	0	0	0	1
progressive uplifting trance music	0	0	0	0	0	0	0	1
protopunk music	0	0	0	0	0	0	0	1
psych gaze music	0	0	0	0	0	0	0	1
psychedelic blues-rock music	0	0	0	0	0	0	0	1
psychedelic rock music	0	0	0	0	0	0	0	1
psychedelic trance music	0	0	0	0	0	0	0	1
psychill music	0	0	0	0	0	0	0	1
psychobilly music	0	0	0	0	0	0	0	1
pub rock music	0	0	0	0	0	0	0	1
puerto rican rock music	0	0	0	0	0	0	0	1
punjabi music	0	0	0	0	0	0	0	1
punk music	0	0	0	0	0	0	0	1
punk blues music	0	0	0	0	0	0	0	1
punk christmas music	0	0	0	0	0	0	0	1
punk ska music	0	0	0	0	0	0	0	1
qawwali music	0	0	0	0	0	0	0	1
quebecois music	0	0	0	0	0	0	0	1
quiet storm music	0	0	0	0	0	0	0	1
r&b music	0	0	0	0	0	0	0	1
ragga jungle music	0	0	0	0	0	0	0	1
ragtime music	0	0	0	0	0	0	0	1
rai music	0	0	0	0	0	0	0	1
ranchera music	0	0	0	0	0	0	0	1
rap music	0	0	0	0	0	0	0	1
rap metal music	0	0	0	0	0	0	0	1
rap metalcore music	0	0	0	0	0	0	0	1
rap rock music	0	0	0	0	0	0	0	1
raw black metal music	0	0	0	0	0	0	0	1
re:techno music	0	0	0	0	0	0	0	1
reading music	0	0	0	0	0	0	0	1
rebetiko music	0	0	0	0	0	0	0	1
reggae music	0	0	0	0	0	0	0	1
reggae fusion music	0	0	0	0	0	0	0	1
reggae rock music	0	0	0	0	0	0	0	1
reggaeton music	0	0	0	0	0	0	0	1
regional mexican music	0	0	0	0	0	0	0	1
relaxative music	0	0	0	0	0	0	0	1
remix music	0	0	0	0	0	0	0	1
renaissance music	0	0	0	0	0	0	0	1
retro electro music	0	0	0	0	0	0	0	1
retro metal music	0	0	0	0	0	0	0	1
rhythm and boogie music	0	0	0	0	0	0	0	1
riddim music	0	0	0	0	0	0	0	1
rio de la plata music	0	0	0	0	0	0	0	1
riot grrrl music	0	0	0	0	0	0	0	1
rock music	0	0	0	0	0	0	0	1
rock catala music	0	0	0	0	0	0	0	1
rock en espanol music	0	0	0	0	0	0	0	1
rock gaucho music	0	0	0	0	0	0	0	1
rock noise music	0	0	0	0	0	0	0	1
rock steady music	0	0	0	0	0	0	0	1
rock-and-roll music	0	0	0	0	0	0	0	1
rockabilly music	0	0	0	0	0	0	0	1
romanian pop music	0	0	0	0	0	0	0	1
romanian rock music	0	0	0	0	0	0	0	1
romantic music	0	0	0	0	0	0	0	1
roots reggae music	0	0	0	0	0	0	0	1
roots rock music	0	0	0	0	0	0	0	1
rumba music	0	0	0	0	0	0	0	1
russian alternative music	0	0	0	0	0	0	0	1
russian hip hop music	0	0	0	0	0	0	0	1
russian pop music	0	0	0	0	0	0	0	1
russian punk music	0	0	0	0	0	0	0	1
russian rock music	0	0	0	0	0	0	0	1
rva indie music	0	0	0	0	0	0	0	1
salsa music	0	0	0	0	0	0	0	1
salsa international music	0	0	0	0	0	0	0	1
samba music	0	0	0	0	0	0	0	1
saxophone music	0	0	0	0	0	0	0	1
schlager music	0	0	0	0	0	0	0	1
schranz music	0	0	0	0	0	0	0	1
scorecore music	0	0	0	0	0	0	0	1
scottish rock music	0	0	0	0	0	0	0	1
scratch music	0	0	0	0	0	0	0	1
screamo music	0	0	0	0	0	0	0	1
screamo punk music	0	0	0	0	0	0	0	1
screamocore music	0	0	0	0	0	0	0	1
seattle indie music	0	0	0	0	0	0	0	1
sega music	0	0	0	0	0	0	0	1
